# Calibration file of tamex_id 1 @ channel 26
# fine_T bin		 Calibration value
1		-nan
2		-nan
3		-nan
4		-nan
5		-nan
6		-nan
7		-nan
8		-nan
9		-nan
10		-nan
11		-nan
12		-nan
13		-nan
14		-nan
15		-nan
16		-nan
17		-nan
18		-nan
19		-nan
20		-nan
21		-nan
22		-nan
23		-nan
24		-nan
25		-nan
26		-nan
27		-nan
28		-nan
29		-nan
30		-nan
31		-nan
32		-nan
33		-nan
34		-nan
35		-nan
36		-nan
37		-nan
38		-nan
39		-nan
40		-nan
41		-nan
42		-nan
43		-nan
44		-nan
45		-nan
46		-nan
47		-nan
48		-nan
49		-nan
50		-nan
51		-nan
52		-nan
53		-nan
54		-nan
55		-nan
56		-nan
57		-nan
58		-nan
59		-nan
60		-nan
61		-nan
62		-nan
63		-nan
64		-nan
65		-nan
66		-nan
67		-nan
68		-nan
69		-nan
70		-nan
71		-nan
72		-nan
73		-nan
74		-nan
75		-nan
76		-nan
77		-nan
78		-nan
79		-nan
80		-nan
81		-nan
82		-nan
83		-nan
84		-nan
85		-nan
86		-nan
87		-nan
88		-nan
89		-nan
90		-nan
91		-nan
92		-nan
93		-nan
94		-nan
95		-nan
96		-nan
97		-nan
98		-nan
99		-nan
100		-nan
101		-nan
102		-nan
103		-nan
104		-nan
105		-nan
106		-nan
107		-nan
108		-nan
109		-nan
110		-nan
111		-nan
112		-nan
113		-nan
114		-nan
115		-nan
116		-nan
117		-nan
118		-nan
119		-nan
120		-nan
121		-nan
122		-nan
123		-nan
124		-nan
125		-nan
126		-nan
127		-nan
128		-nan
129		-nan
130		-nan
131		-nan
132		-nan
133		-nan
134		-nan
135		-nan
136		-nan
137		-nan
138		-nan
139		-nan
140		-nan
141		-nan
142		-nan
143		-nan
144		-nan
145		-nan
146		-nan
147		-nan
148		-nan
149		-nan
150		-nan
151		-nan
152		-nan
153		-nan
154		-nan
155		-nan
156		-nan
157		-nan
158		-nan
159		-nan
160		-nan
161		-nan
162		-nan
163		-nan
164		-nan
165		-nan
166		-nan
167		-nan
168		-nan
169		-nan
170		-nan
171		-nan
172		-nan
173		-nan
174		-nan
175		-nan
176		-nan
177		-nan
178		-nan
179		-nan
180		-nan
181		-nan
182		-nan
183		-nan
184		-nan
185		-nan
186		-nan
187		-nan
188		-nan
189		-nan
190		-nan
191		-nan
192		-nan
193		-nan
194		-nan
195		-nan
196		-nan
197		-nan
198		-nan
199		-nan
200		-nan
201		-nan
202		-nan
203		-nan
204		-nan
205		-nan
206		-nan
207		-nan
208		-nan
209		-nan
210		-nan
211		-nan
212		-nan
213		-nan
214		-nan
215		-nan
216		-nan
217		-nan
218		-nan
219		-nan
220		-nan
221		-nan
222		-nan
223		-nan
224		-nan
225		-nan
226		-nan
227		-nan
228		-nan
229		-nan
230		-nan
231		-nan
232		-nan
233		-nan
234		-nan
235		-nan
236		-nan
237		-nan
238		-nan
239		-nan
240		-nan
241		-nan
242		-nan
243		-nan
244		-nan
245		-nan
246		-nan
247		-nan
248		-nan
249		-nan
250		-nan
251		-nan
252		-nan
253		-nan
254		-nan
255		-nan
256		-nan
257		-nan
258		-nan
259		-nan
260		-nan
261		-nan
262		-nan
263		-nan
264		-nan
265		-nan
266		-nan
267		-nan
268		-nan
269		-nan
270		-nan
271		-nan
272		-nan
273		-nan
274		-nan
275		-nan
276		-nan
277		-nan
278		-nan
279		-nan
280		-nan
281		-nan
282		-nan
283		-nan
284		-nan
285		-nan
286		-nan
287		-nan
288		-nan
289		-nan
290		-nan
291		-nan
292		-nan
293		-nan
294		-nan
295		-nan
296		-nan
297		-nan
298		-nan
299		-nan
300		-nan
301		-nan
302		-nan
303		-nan
304		-nan
305		-nan
306		-nan
307		-nan
308		-nan
309		-nan
310		-nan
311		1
312		1
313		1
314		1
315		1
316		1
317		1
318		1
319		1
320		1
321		1
322		1
323		1
324		1
325		1
326		1
327		1
328		1
329		1
330		1
331		1
332		1
333		1
334		1
335		1
336		1
337		1
338		1
339		1
340		1
341		1
342		1
343		1
344		1
345		1
346		1
347		1
348		1
349		1
350		1
351		1
352		1
353		1
354		1
355		1
356		1
357		1
358		1
359		1
360		1
361		1
362		1
363		1
364		1
365		1
366		1
367		1
368		1
369		1
370		1
371		1
372		1
373		1
374		1
375		1
376		1
377		1
378		1
379		1
380		1
381		1
382		1
383		1
384		1
385		1
386		1
387		1
388		1
389		1
390		1
391		1
392		1
393		1
394		1
395		1
396		1
397		1
398		1
399		1
400		1
401		1
402		1
403		1
404		1
405		1
406		1
407		1
408		1
409		1
410		1
411		1
412		1
413		1
414		1
415		1
416		1
417		1
418		1
419		1
420		1
421		1
422		1
423		1
424		1
425		1
426		1
427		1
428		1
429		1
430		1
431		1
432		1
433		1
434		1
435		1
436		1
437		1
438		1
439		1
440		1
441		1
442		1
443		1
444		1
445		1
446		1
447		1
448		1
449		1
450		1
451		1
452		1
453		1
454		1
455		1
456		1
457		1
458		1
459		1
460		1
461		1
462		1
463		1
464		1
465		1
466		1
467		1
468		1
469		1
470		1
471		1
472		1
473		1
474		1
475		1
476		1
477		1
478		1
479		1
480		1
481		1
482		1
483		1
484		1
485		1
486		1
487		1
488		1
489		1
490		1
491		1
492		1
493		1
494		1
495		1
496		1
497		1
498		1
499		1
500		1
501		1
502		1
503		1
504		1
505		1
506		1
507		1
508		1
509		1
510		1
511		1
512		1
513		1
514		1
515		1
516		1
517		1
518		1
519		1
520		1
521		1
522		1
523		1
524		1
525		1
526		1
527		1
528		1
529		1
530		1
531		1
532		1
533		1
534		1
535		1
536		1
537		1
538		1
539		1
540		1
541		1
542		1
543		1
544		1
545		1
546		1
547		1
548		1
549		1
550		1
551		1
552		1
553		1
554		1
555		1
556		1
557		1
558		1
559		1
560		1
561		1
562		1
563		1
564		1
565		1
566		1
567		1
568		1
569		1
570		1
571		1
572		1
573		1
574		1
575		1
576		1
577		1
578		1
579		1
580		1
581		1
582		1
583		1
584		1
585		1
586		1
587		1
588		1
589		1
590		1
591		1
592		1
593		1
594		1
595		1
596		1
597		1
598		1
599		1
600		1
